rank,tp,dp,context,chunk,cache_dtype,cold_prefill_cuda_ms,cold_prefill_wall_ms,dynamic_peak_bytes,cache_bytes,split_vs_unsplit_relative_l2,weights,samples
8,8,2,131072,8192,bfloat16,106.63433837890625,106.66397796012461,2061960704,150994944,0.004243088886141777,MLA layer 3,1
8,8,2,1048576,8192,bfloat16,4369.8583984375,4369.891927926801,3694855680,1207959552,0.006312725134193897,MLA layer 3,1
8,8,2,8192,8192,fp8_e4m3,2.5276479721069336,2.5568288983777165,304677888,4718592,0.0,MLA layer 3,1
8,8,2,131072,8192,fp8_e4m3,106.40032196044922,106.4306020271033,2061960704,75497472,0.004397677723318338,MLA layer 3,1
8,8,2,1048576,8192,fp8_e4m3,4491.49072265625,4491.521141957492,3694855680,603979776,0.006420935969799757,MLA layer 3,1
8,4,4,8192,8192,bfloat16,3.471712112426758,3.5156760131940246,482411520,9437184,0.0,MLA layer 3,1
8,4,4,131072,8192,bfloat16,166.98931884765625,167.01927105896175,3713992192,150994944,0.004635781981050968,MLA layer 3,1
8,4,4,1048576,8192,bfloat16,8519.4794921875,8519.501916016452,5911283200,1207959552,0.006738480180501938,MLA layer 3,1
8,4,4,8192,8192,fp8_e4m3,3.69052791595459,3.723995992913842,482411520,4718592,0.0,MLA layer 3,1
8,4,4,131072,8192,fp8_e4m3,163.64483642578125,163.67565898690373,3713992192,75497472,0.004787429701536894,MLA layer 3,1
8,4,4,1048576,8192,fp8_e4m3,8632.326171875,8632.352818036452,5911283200,603979776,0.006839616224169731,MLA layer 3,1
9,16,1,8192,8192,bfloat16,10.512767791748047,10.76485204976052,215811072,9437184,0.0,MLA layer 3,1
9,16,1,131072,8192,bfloat16,7612.4345703125,7612.471294007264,1236010496,150994944,0.004252754617482424,MLA layer 3,1
9,16,1,1048576,8192,bfloat16,2971.649169921875,2971.6872210847214,2586183168,1207959552,0.006312869489192963,MLA layer 3,1
9,16,1,1048576,4096,bfloat16,3800.57080078125,3800.6175979971886,2476279296,1207959552,0.006080470513552427,MLA layer 3,1
9,16,1,1048576,16384,bfloat16,1981.9361572265625,1981.9807090098038,2803893760,1207959552,0.006186738610267639,MLA layer 3,1
9,16,1,8192,8192,fp8_e4m3,3.3110079765319824,3.3520919969305396,215811072,4718592,0.0,MLA layer 3,1
9,16,1,131072,8192,fp8_e4m3,86.2733154296875,86.31654398050159,1236010496,75497472,0.004408787935972214,MLA layer 3,1
9,16,1,1048576,8192,fp8_e4m3,2940.90869140625,2940.947864903137,2586183168,603979776,0.006423066835850477,MLA layer 3,1
9,16,1,1048576,4096,fp8_e4m3,3944.802490234375,3944.8412540368736,2476279296,603979776,0.00626356853172183,MLA layer 3,1
9,16,1,1048576,16384,fp8_e4m3,2016.7340087890625,2016.7782111093402,2803893760,603979776,0.006239296402782202,MLA layer 3,1
9,8,2,8192,8192,bfloat16,2.9890239238739014,3.044700948521495,304677888,9437184,0.0,MLA layer 3,1
9,8,2,131072,8192,bfloat16,106.55123138427734,106.58733791206032,2061960704,150994944,0.004243088886141777,MLA layer 3,1
9,8,2,1048576,8192,bfloat16,4369.798828125,4369.831063901074,3694855680,1207959552,0.006312725134193897,MLA layer 3,1
9,8,2,8192,8192,fp8_e4m3,2.343967914581299,2.3839010391384363,304677888,4718592,0.0,MLA layer 3,1
9,8,2,131072,8192,fp8_e4m3,106.17375946044922,106.2184419715777,2061960704,75497472,0.004397677723318338,MLA layer 3,1
9,8,2,1048576,8192,fp8_e4m3,4491.30419921875,4491.340053966269,3694855680,603979776,0.006420935969799757,MLA layer 3,1
9,4,4,8192,8192,bfloat16,3.400831937789917,3.46287596039474,482411520,9437184,0.0,MLA layer 3,1
