rank,tp,dp,phase,batch_per_dp,chunk,ms,graph_ms,dynamic_peak_bytes,state_bytes
8,1,16,decode,4,1,0.7100160121917725,0.15694079399108887,985088,13762560
8,1,16,decode,16,1,0.6357759833335876,0.18040639559427898,4398080,55050240
8,1,16,decode,64,1,0.6886399984359741,0.2584234714508057,15822848,220200960
8,2,8,decode,2,1,1.031999945640564,0.10639572938283284,250880,3440640
8,2,8,decode,4,1,1.040992021560669,0.1073088010152181,501248,6881280
8,2,8,decode,16,1,0.8623359799385071,0.12250346342722575,2004480,27525120
8,2,8,decode,64,1,0.9881600141525269,0.17130133310953777,8017920,110100480
8,4,4,decode,2,1,0.967199981212616,0.07887360254923502,140288,1720320
8,4,4,decode,4,1,0.9586880207061768,0.0800544023513794,280064,3440640
8,4,4,decode,16,1,0.9695680141448975,0.08429013093312582,1119232,13762560
8,4,4,decode,64,1,0.9159680008888245,0.11355626583099365,4542464,55050240
8,8,2,decode,2,1,1.1209919452667236,0.07377920150756836,84992,860160
8,8,2,decode,4,1,1.114240050315857,0.07523840268452962,169472,1720320
8,8,2,decode,16,1,1.0247679948806763,0.07651519775390625,676352,6881280
8,8,2,decode,64,1,0.9475200176239014,0.09130132993062337,2705408,27525120
8,16,1,decode,2,1,1.1919039487838745,0.0834165334701538,57344,430080
8,16,1,decode,4,1,1.07532799243927,0.08530453046162924,114176,860160
8,16,1,decode,16,1,0.9561600089073181,0.07603092988332112,455168,3440640
8,16,1,decode,64,1,0.9279999732971191,0.0860490640004476,1820672,13762560
9,1,16,decode,2,1,0.7387840151786804,0.15370453198750814,492544,6881280
9,1,16,decode,4,1,0.7614079713821411,0.15639039675394695,985088,13762560
9,1,16,decode,16,1,0.6133760213851929,0.1802826722462972,4398080,55050240
9,1,16,decode,64,1,0.7053120136260986,0.25749227205912273,15822848,220200960
9,2,8,decode,2,1,1.0249279737472534,0.10650560061136881,250880,3440640
9,2,8,decode,4,1,1.040511965751648,0.10744853019714355,501248,6881280
9,2,8,decode,16,1,0.8634560108184814,0.12239680290222169,2004480,27525120
9,2,8,decode,64,1,0.9703680276870728,0.17136747042338055,8017920,110100480
9,4,4,decode,2,1,0.9747520089149475,0.07896640300750732,140288,1720320
9,4,4,decode,4,1,0.9693440198898315,0.08017386595408121,280064,3440640
9,4,4,decode,16,1,0.9759680032730103,0.08438933690388997,1119232,13762560
9,4,4,decode,64,1,0.9257280230522156,0.11358826955159505,4542464,55050240
9,8,2,decode,2,1,1.1305919885635376,0.07474986712137859,84992,860160
9,8,2,decode,4,1,1.1189759969711304,0.07539520263671876,169472,1720320
9,8,2,decode,16,1,1.036128044128418,0.07672106424967448,676352,6881280
9,8,2,decode,64,1,0.9464960098266602,0.09154667059580485,2705408,27525120
9,16,1,decode,2,1,1.1960320472717285,0.08371733029683431,57344,430080
9,16,1,decode,4,1,1.0806399583816528,0.08537173271179199,114176,860160
9,16,1,decode,16,1,0.9610880017280579,0.07606720129648845,455168,3440640
9,16,1,decode,64,1,0.9375680088996887,0.08615146478017172,1820672,13762560
10,1,16,decode,2,1,0.6310399770736694,0.15367147127787273,492544,6881280
10,1,16,decode,4,1,0.5495679974555969,0.15537919998168945,985088,13762560
10,1,16,decode,16,1,0.5253120064735413,0.17940799395243326,4398080,55050240
10,1,16,decode,64,1,0.5652480125427246,0.25622399648030597,15822848,220200960
10,2,8,decode,2,1,0.7772480249404907,0.10514559745788574,250880,3440640
10,2,8,decode,4,1,0.7677440047264099,0.10707519849141439,501248,6881280
10,2,8,decode,16,1,0.7648320198059082,0.12141226927439372,2004480,27525120
10,2,8,decode,64,1,0.6575040221214294,0.17119894027709961,8083456,110100480
10,4,4,decode,2,1,0.9857919812202454,0.07917973200480143,140288,1720320
10,4,4,decode,4,1,0.9765440225601196,0.08032533327738443,280064,3440640
10,4,4,decode,16,1,0.9832640290260315,0.08457386493682861,1119232,13762560
10,4,4,decode,64,1,0.9277439713478088,0.11366399923960367,4935680,55050240
